x_coordinate,y_coordinate,month,week,day_of_week,Predicted_CATEGORY
7650078,680196,1,2,Wednesday,OTHER
7663334,695772,4,15,Friday,OTHER
7683976,681849,3,12,Thursday,OTHER
7644418,710898,5,18,Sunday,OTHER
7672012,675443,1,5,Monday,OTHER
7633355,705959,3,11,Saturday,OTHER
7654856,699834,1,4,Wednesday,OTHER
7648647,688437,1,2,Tuesday,OTHER
7650579,687362,2,8,Friday,OTHER
7669127,668972,2,5,Thursday,OTHER
7675353,696097,5,22,Tuesday,OTHER
7668941,672193,1,4,Tuesday,OTHER
7645598,691301,1,2,Sunday,OTHER
7648481,687279,3,12,Saturday,OTHER
7656739,699093,3,10,Wednesday,OTHER
7668688,674708,2,5,Saturday,OTHER
7672763,695356,1,1,Saturday,OTHER
7658256,681436,3,12,Wednesday,OTHER
7653409,683491,3,9,Sunday,OTHER
7655150,683621,5,21,Thursday,OTHER
7668497,670123,2,5,Thursday,OTHER
7624018,709638,1,4,Saturday,STREET CRIMES
7663562,668316,4,17,Friday,OTHER
7651801,706192,5,22,Tuesday,OTHER
7639429,700062,4,15,Saturday,OTHER
7645668,684890,1,3,Sunday,OTHER
7659892,669881,5,22,Monday,OTHER
7647547,688692,5,20,Saturday,OTHER
7678878,705205,5,20,Saturday,OTHER
7672244,667536,4,13,Sunday,OTHER
7642103,680702,2,8,Monday,OTHER
7683016,673024,5,19,Wednesday,OTHER
7645792,684159,5,21,Thursday,STREET CRIMES
7647694,684396,2,6,Thursday,OTHER
7639633,683921,3,13,Monday,OTHER
7667698,666543,4,15,Tuesday,OTHER
7648486,661994,4,15,Tuesday,OTHER
7675686,686688,5,21,Thursday,OTHER
7651295,660577,3,11,Thursday,OTHER
7662300,683768,2,5,Wednesday,OTHER
7685900,678210,1,1,Monday,OTHER
7679701,684067,5,20,Tuesday,OTHER
7675469,683368,4,14,Tuesday,OTHER
7682231,684546,5,18,Wednesday,OTHER
7663170,685323,2,8,Wednesday,OTHER
7645139,684309,1,3,Saturday,STREET CRIMES
7648300,693302,4,14,Monday,OTHER
7682920,667208,5,21,Monday,OTHER
7650579,687362,2,8,Saturday,OTHER
7670181,672701,5,19,Saturday,OTHER
7669283,682938,3,11,Tuesday,OTHER
7629368,708140,2,6,Friday,OTHER
7661138,667457,2,6,Friday,OTHER
7634215,708532,5,18,Monday,OTHER
7641403,681407,5,19,Friday,OTHER
7669269,687206,2,7,Friday,OTHER
7675921,680915,4,17,Tuesday,OTHER
7675303,682971,1,4,Monday,OTHER
7669631,695514,4,15,Sunday,OTHER
7640077,700825,5,22,Wednesday,OTHER
7663008,672911,3,9,Thursday,OTHER
7638351,707860,5,18,Wednesday,OTHER
7645530,701856,3,11,Friday,OTHER
7633734,694193,3,13,Friday,OTHER
7659487,688290,1,1,Friday,OTHER
7684759,677872,3,10,Tuesday,OTHER
7669453,680237,2,8,Saturday,OTHER
7640671,685222,4,15,Sunday,OTHER
7648642,675369,3,10,Thursday,OTHER
7676878,681970,3,13,Wednesday,OTHER
7642863,689808,3,13,Friday,OTHER
7659410,675881,2,9,Tuesday,OTHER
7641894,701370,1,4,Sunday,OTHER
7679212,696096,2,6,Saturday,OTHER
7651692,689916,1,2,Sunday,OTHER
7667163,664714,1,5,Tuesday,OTHER
7679624,683572,3,12,Thursday,STREET CRIMES
7670475,675344,2,5,Thursday,OTHER
7644276,701397,3,11,Thursday,OTHER
7680282,684930,1,2,Thursday,OTHER
7656826,682164,1,2,Saturday,OTHER
7642747,682458,3,9,Thursday,STREET CRIMES
7667279,685188,3,11,Sunday,OTHER
7669685,663874,3,11,Tuesday,OTHER
7644126,703331,5,22,Wednesday,OTHER
7677717,676744,3,11,Monday,OTHER
7685327,672457,5,19,Saturday,BURGLARY
7672627,679399,3,11,Wednesday,OTHER
7669609,685377,3,9,Thursday,STREET CRIMES
7670386,668663,4,13,Saturday,OTHER
7629068,712374,1,4,Thursday,OTHER
7674972,696973,3,12,Wednesday,OTHER
7651844,697142,4,15,Thursday,OTHER
7644548,684100,4,17,Monday,OTHER
7657465,694285,4,15,Friday,OTHER
7643872,705917,1,3,Tuesday,OTHER
7669174,692753,2,7,Wednesday,OTHER
7643957,683350,5,18,Saturday,OTHER
7680809,685794,5,18,Thursday,OTHER
7640897,686212,3,11,Wednesday,OTHER
7655303,712105,4,16,Monday,OTHER
7645174,716612,4,16,Sunday,STREET CRIMES
7673511,684527,5,20,Tuesday,OTHER
7690784,672717,4,17,Thursday,OTHER
7669593,689528,4,16,Friday,OTHER
7642213,684247,5,20,Tuesday,STREET CRIMES
7652285,694401,5,18,Monday,OTHER
7651199,680222,4,15,Wednesday,OTHER
7663639,671963,2,7,Monday,OTHER
7648891,688520,1,2,Tuesday,OTHER
7641465,688077,5,21,Tuesday,OTHER
7621769,707162,4,17,Thursday,OTHER
7680147,687614,4,16,Tuesday,OTHER
7641397,665134,4,15,Sunday,OTHER
7639337,685793,4,17,Friday,OTHER
7637200,688995,1,3,Saturday,OTHER
7665146,671986,5,21,Thursday,OTHER
7680983,671160,5,19,Wednesday,OTHER
7665069,673654,5,22,Monday,OTHER
7670708,668676,4,15,Friday,OTHER
7630569,695841,4,16,Monday,OTHER
7625306,708957,2,7,Thursday,OTHER
7647197,694552,5,20,Sunday,OTHER
7649922,677806,3,10,Tuesday,OTHER
7652218,677364,4,16,Thursday,OTHER
7645305,704036,5,22,Monday,OTHER
7648396,682086,1,3,Sunday,OTHER
7674871,671286,4,15,Sunday,OTHER
7660483,697506,3,9,Wednesday,OTHER
7639954,681911,2,8,Sunday,OTHER
7670157,681032,1,3,Sunday,OTHER
7664091,695851,4,16,Thursday,OTHER
7622852,713627,4,17,Monday,OTHER
7667645,669354,4,14,Tuesday,OTHER
7652107,699066,2,5,Friday,OTHER
7681410,686209,2,6,Friday,OTHER
7629136,680193,3,10,Friday,OTHER
7640347,685243,3,9,Wednesday,OTHER
7660678,674666,4,15,Saturday,OTHER
7659960,684578,3,10,Thursday,OTHER
7638508,663772,3,10,Wednesday,OTHER
7669254,663950,5,22,Tuesday,OTHER
7655878,681386,4,15,Saturday,OTHER
7641334,684832,4,14,Friday,OTHER
7643288,686573,5,18,Friday,STREET CRIMES
7648332,682593,2,8,Saturday,OTHER
7632815,659587,2,6,Monday,OTHER
7651546,699919,5,18,Friday,OTHER
7640079,681995,4,15,Saturday,OTHER
7668528,693806,5,18,Thursday,OTHER
7672540,672861,2,8,Saturday,OTHER
7679833,687427,5,19,Friday,OTHER
7635894,669924,2,5,Saturday,OTHER
7641514,684911,5,22,Monday,OTHER
7645946,684332,5,19,Monday,OTHER
7643077,685529,3,12,Saturday,OTHER
7626720,708832,5,19,Wednesday,OTHER
7643237,684260,2,6,Sunday,OTHER
7645289,693528,4,17,Wednesday,OTHER
7659783,679788,3,10,Monday,OTHER
7648320,686367,4,14,Sunday,OTHER
7656666,687294,3,12,Saturday,OTHER
7647142,686272,1,1,Wednesday,OTHER
7650346,680449,1,3,Saturday,OTHER
7641885,681190,4,14,Sunday,OTHER
7678327,691706,5,21,Sunday,OTHER
7691751,672441,4,14,Wednesday,OTHER
7644481,687089,1,2,Tuesday,OTHER
7665716,697612,5,21,Saturday,OTHER
7679888,687101,5,18,Saturday,OTHER
7651896,676053,2,8,Tuesday,OTHER
7644567,715763,2,9,Monday,OTHER
7679737,670863,5,21,Tuesday,STREET CRIMES
7672666,666812,4,14,Thursday,OTHER
7671193,700662,5,18,Thursday,OTHER
7676391,684643,1,2,Friday,OTHER
7641813,681643,2,6,Saturday,OTHER
7681529,673619,2,6,Monday,STREET CRIMES
7655850,688867,4,16,Tuesday,OTHER
7642097,681726,2,8,Tuesday,STREET CRIMES
7687412,690801,5,18,Wednesday,OTHER
7641712,681398,2,5,Sunday,OTHER
7681519,681791,4,15,Saturday,OTHER
7669630,695316,2,8,Thursday,OTHER
7670434,668237,3,10,Saturday,OTHER
7655207,698109,1,3,Friday,OTHER
7654000,671107,3,11,Saturday,OTHER
7668167,668510,5,19,Wednesday,OTHER
7644096,684568,3,9,Sunday,OTHER
7652526,687151,5,18,Friday,OTHER
7640169,684733,1,2,Sunday,OTHER
7641288,683042,2,7,Friday,OTHER
7643546,684389,3,9,Wednesday,OTHER
7635638,705889,1,1,Thursday,OTHER
7671848,676036,4,15,Sunday,OTHER
7648159,689579,4,17,Friday,OTHER
7679900,699701,5,21,Monday,OTHER
7649238,700407,1,1,Sunday,OTHER
7641992,706092,4,17,Monday,OTHER
7644370,676450,4,14,Wednesday,OTHER
7678563,672873,1,4,Tuesday,OTHER
7663792,686511,4,16,Monday,OTHER
7649107,684576,4,17,Sunday,OTHER
7663406,685935,1,4,Friday,OTHER
7668688,674708,1,3,Saturday,OTHER
7679890,673556,5,19,Monday,OTHER
7644096,684568,5,20,Tuesday,OTHER
7671972,695499,3,12,Monday,OTHER
7674601,687221,1,4,Wednesday,OTHER
7668353,674338,1,1,Sunday,OTHER
7678253,684315,3,10,Tuesday,OTHER
7682200,673824,3,10,Wednesday,OTHER
7670434,668237,2,7,Friday,OTHER
7680954,693831,5,19,Monday,OTHER
7641258,686484,4,15,Monday,OTHER
7638667,687056,3,13,Monday,OTHER
7643394,683214,3,12,Monday,STREET CRIMES
7659114,681459,1,1,Tuesday,OTHER
7649587,685301,3,10,Monday,OTHER
7635767,705685,1,4,Tuesday,OTHER
7666204,661856,1,5,Tuesday,OTHER
7644568,701766,4,13,Sunday,OTHER
7650029,687497,1,4,Tuesday,OTHER
7659004,698245,2,5,Sunday,OTHER
7639856,685273,3,13,Monday,OTHER
7644311,715962,1,3,Sunday,OTHER
7647296,686924,2,6,Friday,OTHER
7679634,676723,3,9,Wednesday,OTHER
7671476,667195,1,4,Sunday,OTHER
7669872,693709,2,5,Sunday,OTHER
7645219,685967,1,2,Thursday,OTHER
7641979,666455,3,9,Sunday,OTHER
7643836,685349,2,9,Monday,OTHER
7681130,677071,2,5,Friday,OTHER
7656974,674482,5,18,Sunday,OTHER
7651227,662383,3,12,Wednesday,STREET CRIMES
7679861,686622,2,7,Tuesday,OTHER
7666843,687191,4,16,Saturday,OTHER
7641577,705947,3,9,Friday,OTHER
7691962,676478,5,18,Sunday,OTHER
7676453,695353,4,16,Tuesday,OTHER
7674722,683002,3,13,Wednesday,OTHER
7664780,685105,1,4,Sunday,OTHER
7643697,683410,3,10,Friday,OTHER
7673800,686572,3,12,Wednesday,OTHER
7669407,681861,3,11,Saturday,OTHER
7664240,698478,3,10,Saturday,OTHER
7689501,692384,1,5,Monday,OTHER
7648538,691628,5,18,Tuesday,OTHER
7642032,682169,4,17,Tuesday,STREET CRIMES
7668675,659180,3,11,Wednesday,OTHER
7644029,710178,5,21,Tuesday,OTHER
7657101,689749,4,17,Thursday,OTHER
7650579,687362,3,13,Friday,OTHER
7661902,685954,4,16,Saturday,OTHER
7679624,683572,5,21,Monday,STREET CRIMES
7643713,717537,3,10,Monday,OTHER
7640379,687512,3,9,Wednesday,OTHER
7664902,665758,3,12,Saturday,OTHER
7670686,670419,1,4,Friday,OTHER
7681073,684547,4,15,Monday,OTHER
7642712,684436,4,15,Thursday,OTHER
7630263,656629,4,14,Saturday,OTHER
7641981,687052,3,10,Monday,OTHER
7644633,685740,4,13,Sunday,OTHER
7669149,674300,4,14,Tuesday,OTHER
7679345,677945,1,1,Thursday,OTHER
7674177,676676,3,13,Friday,OTHER
7634130,710482,4,17,Tuesday,OTHER
7663794,661772,4,17,Monday,OTHER
7679127,699692,5,18,Sunday,OTHER
7634533,695680,5,19,Thursday,OTHER
7648039,681828,4,17,Monday,OTHER
7666346,685155,3,11,Wednesday,OTHER
7689871,681831,4,17,Friday,OTHER
7647070,692100,5,21,Saturday,OTHER
7639178,686598,5,22,Monday,OTHER
7686609,674092,3,10,Friday,OTHER
7656976,679957,4,16,Saturday,OTHER
7675435,684563,1,2,Sunday,OTHER
7648972,680672,4,14,Sunday,OTHER
7669056,686501,4,17,Friday,OTHER
7638303,685434,4,14,Tuesday,OTHER
7683188,673980,2,6,Monday,OTHER
7638995,663465,5,18,Saturday,OTHER
7648478,684041,3,10,Wednesday,OTHER
7679394,682613,5,19,Wednesday,OTHER
7651434,681975,1,1,Friday,OTHER
7648420,682695,3,13,Friday,OTHER
7673136,682205,2,5,Sunday,OTHER
7642637,685870,5,18,Tuesday,OTHER
7642627,666290,4,15,Monday,OTHER
7644126,681519,2,5,Saturday,OTHER
7643066,696067,1,3,Monday,OTHER
7678065,672593,1,2,Monday,OTHER
7645335,686052,5,18,Wednesday,STREET CRIMES
7653849,697253,2,7,Sunday,OTHER
7654598,680220,3,12,Monday,OTHER
7680025,698469,4,17,Thursday,OTHER
7645539,687880,5,19,Thursday,OTHER
7645114,680897,5,18,Friday,OTHER
7641327,681535,1,2,Tuesday,OTHER
7655063,687702,5,20,Friday,OTHER
7678641,675705,1,1,Wednesday,OTHER
7639777,685353,5,22,Monday,OTHER
7631883,657023,5,21,Sunday,OTHER
7624479,711396,4,14,Monday,OTHER
7645313,684647,4,15,Sunday,OTHER
7631046,711110,5,19,Tuesday,OTHER
7679422,672268,4,15,Friday,OTHER
7679714,695449,3,13,Friday,OTHER
7677366,672612,3,11,Friday,OTHER
7642508,687040,2,7,Friday,OTHER
7669531,672817,3,10,Thursday,OTHER
7644321,684584,3,10,Tuesday,STREET CRIMES
7660095,683857,1,3,Monday,OTHER
7635428,673155,3,13,Wednesday,OTHER
7675025,670094,5,18,Thursday,OTHER
7655237,677276,1,2,Friday,OTHER
7676316,676743,5,21,Friday,OTHER
7649759,689214,3,13,Monday,OTHER
7630700,712058,1,2,Monday,OTHER
7643006,676193,1,2,Wednesday,OTHER
7656237,697090,1,3,Saturday,OTHER
7645781,683445,2,9,Tuesday,OTHER
7644959,678991,2,6,Tuesday,OTHER
7640774,697736,4,15,Sunday,OTHER
7644207,698755,5,20,Wednesday,OTHER
7669789,694538,4,15,Saturday,OTHER
7648118,684420,5,22,Monday,OTHER
7690312,681601,3,9,Wednesday,OTHER
7668271,668582,2,7,Saturday,OTHER
7677342,679725,4,16,Friday,OTHER
7668959,669697,1,5,Tuesday,OTHER
7634132,709064,1,4,Friday,OTHER
7644167,679924,5,21,Sunday,OTHER
7659808,695647,4,16,Tuesday,OTHER
7669669,668991,5,18,Monday,OTHER
7650078,680196,5,21,Friday,OTHER
7689688,692706,5,19,Thursday,OTHER
7649471,675694,1,2,Friday,OTHER
7668788,663580,3,13,Tuesday,OTHER
7671387,691449,4,17,Saturday,OTHER
7639897,686408,2,5,Sunday,OTHER
7657067,674594,1,2,Saturday,OTHER
7661527,674359,1,1,Sunday,OTHER
7671848,676036,1,4,Tuesday,OTHER
7644756,684195,5,19,Saturday,OTHER
7660591,700614,2,6,Sunday,OTHER
7692190,676351,2,7,Sunday,OTHER
7651541,685393,1,2,Wednesday,OTHER
7663629,687681,5,18,Sunday,OTHER
7676922,674190,5,18,Thursday,OTHER
7647739,697366,4,14,Friday,OTHER
7659487,688290,3,12,Wednesday,OTHER
7645574,684396,4,14,Sunday,OTHER
7684457,663351,4,15,Thursday,OTHER
7682920,667208,3,13,Tuesday,OTHER
7645170,703450,1,4,Tuesday,OTHER
7644756,684195,5,19,Saturday,OTHER
7640169,684733,1,1,Wednesday,OTHER
7642128,663755,1,3,Sunday,OTHER
7641081,688731,5,19,Saturday,OTHER
7669544,680569,2,6,Monday,OTHER
7688440,684557,4,14,Monday,OTHER
7640774,687612,2,6,Thursday,OTHER
7681595,675549,1,2,Monday,OTHER
7673919,668765,5,21,Friday,OTHER
7690425,681190,5,18,Tuesday,STREET CRIMES
7673606,669317,3,9,Friday,OTHER
7636791,709390,4,17,Saturday,OTHER
7641848,688636,2,8,Thursday,OTHER
7640087,704052,5,22,Wednesday,OTHER
7674817,684695,1,3,Tuesday,STREET CRIMES
7649796,700939,5,18,Saturday,OTHER
7658375,688352,4,15,Friday,OTHER
7640943,706566,1,4,Tuesday,OTHER
7674040,673585,4,16,Tuesday,OTHER
7669676,694352,5,18,Monday,OTHER
7655063,687702,4,17,Tuesday,OTHER
7679917,676195,3,9,Sunday,OTHER
7672095,671537,4,14,Sunday,OTHER
7669149,674300,4,15,Tuesday,OTHER
7639696,684933,3,10,Friday,OTHER
7677730,685054,4,17,Monday,OTHER
7638738,686654,5,20,Sunday,OTHER
7691742,669985,2,8,Friday,OTHER
7643651,684038,2,8,Sunday,OTHER
7652488,676711,4,17,Friday,OTHER
7660006,699225,4,14,Thursday,OTHER
7629141,707553,2,6,Wednesday,OTHER
7678800,676134,4,15,Saturday,OTHER
7664381,663167,3,12,Sunday,OTHER
7673800,686572,3,12,Wednesday,OTHER
7642433,703521,2,7,Monday,OTHER
7657876,680606,5,19,Saturday,OTHER
7649065,688575,1,1,Wednesday,OTHER
7647142,686272,5,21,Saturday,OTHER
7659897,672298,4,14,Wednesday,OTHER
7645872,694228,2,5,Saturday,OTHER
7656264,687796,1,3,Thursday,OTHER
7668326,674322,4,16,Saturday,OTHER
7674262,687227,1,3,Tuesday,OTHER
7647560,682878,3,9,Thursday,OTHER
7668803,669989,1,2,Saturday,OTHER
7644356,685088,2,9,Tuesday,STREET CRIMES
7667670,681993,5,22,Monday,OTHER
7629929,710499,1,4,Thursday,OTHER
7642607,680813,3,13,Thursday,OTHER
7673484,696619,5,19,Tuesday,OTHER
7644891,684376,4,14,Wednesday,STREET CRIMES
7689940,677041,5,19,Wednesday,OTHER
7675158,687389,1,3,Monday,OTHER
7652320,661602,1,2,Friday,OTHER
7660329,681609,1,1,Saturday,OTHER
7674620,683395,2,5,Thursday,OTHER
7648331,694222,1,2,Thursday,OTHER
7667949,688526,2,7,Tuesday,OTHER
7691903,676357,5,19,Sunday,OTHER
7666610,688340,3,10,Wednesday,OTHER
7660439,677991,1,4,Saturday,OTHER
7666056,698587,1,2,Saturday,OTHER
7659837,698413,2,5,Friday,OTHER
7674909,683582,5,21,Friday,OTHER
7679356,673601,1,3,Thursday,OTHER
7673710,684718,5,19,Saturday,OTHER
7640575,681144,1,4,Monday,STREET CRIMES
7663339,669211,1,1,Thursday,OTHER
7652010,679671,2,8,Monday,OTHER
7673833,681793,5,18,Friday,OTHER
7679701,684067,2,6,Sunday,OTHER
7644235,706575,3,13,Thursday,OTHER
7644415,717365,3,13,Monday,OTHER
7655508,687184,1,3,Sunday,OTHER
7643688,683079,2,8,Tuesday,OTHER
7645248,718242,5,18,Friday,OTHER
7690390,676503,5,21,Friday,OTHER
7654494,679943,1,1,Wednesday,OTHER
7643953,684103,1,5,Monday,STREET CRIMES
7648406,690511,3,10,Friday,OTHER
7641020,681915,3,12,Thursday,OTHER
7645929,684281,3,13,Thursday,OTHER
7671809,671644,3,9,Friday,OTHER
7633629,710535,1,2,Monday,OTHER
7677557,676185,5,19,Wednesday,OTHER
7637268,716494,3,12,Thursday,OTHER
7647025,704078,3,9,Wednesday,OTHER
7643111,698114,5,19,Thursday,OTHER
7660492,697860,5,22,Monday,OTHER
7648280,698674,3,11,Friday,OTHER
7647089,711184,1,4,Sunday,OTHER
7637553,667806,4,17,Saturday,OTHER
7642751,683179,3,9,Saturday,OTHER
7683617,676206,1,2,Tuesday,OTHER
7643491,704319,1,3,Friday,OTHER
7645929,684281,5,21,Tuesday,OTHER
7645574,684396,3,11,Saturday,STREET CRIMES
7643602,718266,5,20,Thursday,OTHER
7626091,713596,1,2,Sunday,OTHER
7679026,670886,1,2,Tuesday,OTHER
7690837,692754,2,8,Tuesday,OTHER
7656555,701783,5,21,Tuesday,OTHER
7676998,676231,4,14,Sunday,OTHER
7634469,707400,5,20,Tuesday,OTHER
7644131,682802,2,8,Tuesday,OTHER
7686279,675990,3,13,Monday,OTHER
7624397,710132,2,6,Sunday,OTHER
7648641,684144,4,14,Sunday,OTHER
7624719,709513,1,1,Sunday,OTHER
7648378,681371,4,14,Wednesday,OTHER
7643933,685105,2,5,Sunday,OTHER
7648928,687578,5,22,Wednesday,OTHER
7650130,687548,2,6,Wednesday,OTHER
7652884,672426,5,18,Friday,OTHER
7654118,700012,4,15,Thursday,OTHER
7640791,704122,2,6,Thursday,OTHER
7660623,679045,5,20,Saturday,OTHER
7642785,679315,2,7,Saturday,OTHER
7650821,684372,1,3,Monday,OTHER
7678568,702903,5,22,Wednesday,OTHER
7668571,682299,4,16,Monday,OTHER
7627873,681432,4,16,Thursday,OTHER
7668922,681863,2,7,Monday,OTHER
7655394,695970,3,9,Sunday,OTHER
7669188,669892,4,14,Thursday,OTHER
7690368,676275,3,10,Thursday,OTHER
7644418,710898,5,20,Wednesday,OTHER
7664323,671379,1,52,Sunday,OTHER
7659859,679686,5,22,Monday,OTHER
7690580,681352,5,20,Saturday,OTHER
7649069,685509,4,13,Sunday,OTHER
7666234,663901,3,10,Monday,OTHER
7669106,682360,1,1,Friday,OTHER
7632521,659584,4,13,Saturday,OTHER
7627204,712118,1,2,Monday,OTHER
7660720,670034,4,16,Monday,OTHER
7668959,669697,1,2,Sunday,OTHER
7690212,679615,2,6,Sunday,OTHER
7682167,665616,2,6,Wednesday,OTHER
7664452,670279,1,4,Wednesday,OTHER
7655969,687584,2,8,Friday,OTHER
7668505,677123,1,4,Friday,OTHER
7666417,698758,1,4,Tuesday,OTHER
7667275,690791,5,21,Sunday,OTHER
7664407,698629,4,14,Wednesday,OTHER
7636984,673169,2,8,Monday,OTHER
7627073,708610,4,16,Sunday,OTHER
7669542,693005,2,5,Thursday,STREET CRIMES
7659083,698411,5,20,Sunday,OTHER
7679779,683032,2,6,Wednesday,OTHER
7647427,687049,5,22,Monday,OTHER
7638476,704189,3,12,Tuesday,OTHER
7644611,683837,5,18,Monday,OTHER
7641815,682378,1,3,Sunday,OTHER
7668439,669172,3,10,Sunday,OTHER
7679199,684801,5,19,Friday,OTHER
7642092,687414,4,17,Monday,OTHER
7679624,683572,2,6,Sunday,OTHER
7669731,689274,1,3,Wednesday,OTHER
7675075,668115,5,19,Tuesday,OTHER
7690390,676503,5,20,Thursday,OTHER
7630997,709972,5,20,Wednesday,OTHER
7654921,680016,1,2,Friday,OTHER
7647108,688255,2,7,Wednesday,OTHER
7648772,700274,5,18,Wednesday,OTHER
7668942,666550,1,1,Thursday,OTHER
7684866,689295,3,12,Tuesday,OTHER
7678541,664098,1,3,Sunday,OTHER
7631656,707003,3,10,Saturday,OTHER
7638817,666297,3,13,Tuesday,OTHER
7643849,683589,3,12,Friday,OTHER
7676561,696220,5,21,Thursday,OTHER
7669405,684385,1,2,Sunday,OTHER
7649846,684772,3,11,Wednesday,OTHER
7684758,675475,5,20,Tuesday,OTHER
7656666,687294,1,2,Thursday,OTHER
7672314,671506,4,17,Tuesday,OTHER
7680502,674209,1,4,Monday,OTHER
7687187,681757,4,16,Friday,OTHER
7675789,701801,1,4,Saturday,OTHER
7636055,688196,5,21,Sunday,OTHER
7662870,690930,1,1,Tuesday,OTHER
7683373,675706,4,17,Sunday,OTHER
7672104,681977,4,14,Tuesday,OTHER
7669202,700936,4,14,Tuesday,OTHER
7650773,672477,4,16,Wednesday,OTHER
7674134,681096,2,7,Thursday,OTHER
7641076,684362,3,9,Wednesday,OTHER
7649422,662408,2,9,Monday,OTHER
7642119,684569,5,19,Friday,OTHER
7638798,686457,1,2,Saturday,OTHER
7653120,680206,3,10,Sunday,OTHER
7687919,696648,1,1,Saturday,STREET CRIMES
7643112,679422,1,4,Monday,OTHER
7644195,685884,3,13,Tuesday,OTHER
7627015,654055,2,7,Friday,OTHER
7673710,684718,1,3,Saturday,OTHER
7671684,673446,2,9,Tuesday,OTHER
7657827,701517,3,11,Sunday,OTHER
7666171,693426,2,8,Sunday,OTHER
7669623,676206,1,4,Tuesday,OTHER
7665292,666388,5,21,Wednesday,OTHER
7648077,698478,4,13,Saturday,OTHER
7632553,708446,5,20,Friday,OTHER
7679701,684067,3,11,Tuesday,OTHER
7663602,681525,1,1,Saturday,OTHER
7677809,673258,5,21,Thursday,STREET CRIMES
7685286,694162,3,13,Wednesday,OTHER
7669344,687956,2,5,Sunday,OTHER
7664240,698478,1,2,Saturday,OTHER
7638633,687106,5,21,Tuesday,OTHER
7638823,668116,5,20,Sunday,OTHER
7650915,701231,5,20,Wednesday,OTHER
7655301,695416,2,5,Saturday,OTHER
7649785,694988,3,13,Wednesday,OTHER
7674871,671286,5,18,Sunday,OTHER
7637710,688995,2,7,Saturday,OTHER
7644091,715623,1,5,Tuesday,OTHER
7644670,681668,2,6,Friday,OTHER
7645139,684309,5,18,Wednesday,OTHER
7642951,683061,3,12,Friday,OTHER
7674746,671255,3,11,Friday,OTHER
7643839,685089,1,1,Sunday,OTHER
7653248,698032,5,21,Tuesday,OTHER
7649656,683332,3,13,Tuesday,OTHER
7674927,686712,4,17,Monday,OTHER
7677182,676420,3,11,Wednesday,OTHER
7681173,669155,5,19,Saturday,OTHER
7665182,662658,5,18,Monday,OTHER
7677243,683963,3,9,Saturday,OTHER
7647296,686924,2,6,Monday,OTHER
7658121,684561,4,15,Friday,OTHER
7651227,663842,1,1,Tuesday,OTHER
7680010,678409,3,9,Thursday,OTHER
7661360,683776,4,16,Saturday,OTHER
7672057,676437,5,19,Monday,OTHER
7669546,694426,2,8,Monday,OTHER
7638239,704775,3,13,Tuesday,OTHER
7639778,686393,3,13,Tuesday,OTHER
7678893,675893,1,4,Thursday,OTHER
7650159,682796,2,7,Monday,STREET CRIMES
7645026,682348,3,13,Monday,OTHER
7644474,683137,4,13,Saturday,OTHER
7638997,687888,5,20,Friday,OTHER
7683158,687124,1,2,Monday,OTHER
7654006,685920,2,8,Thursday,OTHER
7653816,684079,4,16,Thursday,OTHER
7639415,684467,1,5,Tuesday,OTHER
7669632,696674,5,20,Friday,OTHER
7647070,692100,4,17,Thursday,OTHER
7677173,686932,5,21,Saturday,OTHER
7630130,711321,2,8,Sunday,OTHER
7681415,694981,3,13,Tuesday,OTHER
7641809,682607,5,19,Friday,OTHER
7683637,695166,3,11,Thursday,OTHER
7679087,676126,4,13,Saturday,OTHER
7679350,691816,1,2,Thursday,OTHER
7684998,684646,3,11,Monday,OTHER
7630391,682506,3,13,Monday,OTHER
7689124,682295,4,16,Monday,OTHER
7683204,670769,3,10,Thursday,OTHER
7643676,685089,4,14,Thursday,OTHER
7626947,707085,5,20,Thursday,OTHER
7655183,679289,4,16,Monday,OTHER
7690602,676279,5,20,Sunday,OTHER
7665536,662581,2,7,Monday,OTHER
7680282,684930,5,22,Tuesday,OTHER
7669780,697065,4,16,Monday,OTHER
7642077,681312,1,4,Sunday,STREET CRIMES
7649138,702397,4,17,Thursday,OTHER
7683321,681247,2,8,Tuesday,OTHER
7677690,695225,3,10,Friday,OTHER
7679728,676467,1,5,Monday,OTHER
7655365,674446,3,12,Monday,OTHER
7680592,667477,5,22,Monday,STREET CRIMES
7641413,689718,5,19,Sunday,OTHER
7681260,672920,1,3,Sunday,OTHER
7668984,663916,1,4,Thursday,OTHER
7646367,682220,1,4,Thursday,OTHER
7667727,667421,2,9,Monday,OTHER
7624094,709457,3,11,Thursday,OTHER
7643050,683302,4,16,Tuesday,OTHER
7642010,682378,5,21,Monday,STREET CRIMES
7660362,686374,1,3,Saturday,OTHER
7680763,687002,3,9,Saturday,OTHER
7643212,703449,1,1,Friday,OTHER
7670241,685368,4,14,Monday,OTHER
7669332,674627,2,8,Wednesday,OTHER
7690149,684686,5,21,Saturday,OTHER
7669169,689839,3,12,Tuesday,OTHER
7646408,688566,3,10,Thursday,OTHER
7679771,685631,5,19,Saturday,OTHER
7677222,676671,1,2,Sunday,STREET CRIMES
7669789,694538,4,17,Wednesday,OTHER
7683896,695382,5,18,Tuesday,OTHER
7681751,695022,1,3,Tuesday,OTHER
7639551,684591,2,5,Saturday,OTHER
7679701,684067,2,6,Tuesday,OTHER
7690715,680090,4,14,Monday,OTHER
